Sentiment,Feedback
Negative,"the baby white popcorn has lots of hulls when popped, very small kernels and scorched the bottom of my new whirley popper. I've had several poppers and this is the first time one has scorched and the first time I've used the Wabash corn. shipping charges were very high for a relatively inexpensive corn."
Negative,This popcorn has alot of hulls I order positive bags and can't stand to eat it it's so hully - terrible
Negative,"The Popcorn was delivered as promised in an attractive wrapper. I used the Whirley Pop popcorn maker and used Negative tablespoons of olive oil and popped it according to the instructions of the whirley popper. While the majority of the kernels popped, there was also a large amount of 'seeds' or residue that can get caught in your teeth and are somewhat distracting while you're eating. I actually got better results using Orville Redenbacher White Popcorn Kernels in the Whirley Popper (and it was actually cheaper at the local market). Overall I give Amish Country Negative out of positive stars and mostly for the presentation of the package than for the yield results."
Negative,"I ordered this because Amazon recommended it to go along with the Redenbacker popcorn popper I got from them. Hey, only a few of these actually pop! Most of these small, unpopped kernels get thrown out of the popper. What an absolute waste of money!"
Negative,"This is good popcorn, but it is very small so you need to make twice as much as you normally would."
Negative,worst popcorn ive ever bought.  chewy not fluffy.  gave it to the birds for bird food.  postage was outrageous!  just not a good experience all around.  wont be buying from them ever again.
positive,"This is delicious popcorn -- lost a star because I use a hot air popper and many of them  ""jump"" out before popping.  Great flavor, great texture - tender.  I do not add anything even though I have purchased three different flavored toppings.<br /><br />Thanks,"
Negative,"This ""Baby White"" popcorn pops small and somewhat hard.  I have tried several batches with various adjustments of heat, using a ""whirlypop"" popcorn popper.  Unsatisfactory results!  I won't purchase this again."
Negative,wE LOVED THIS POPCORN  BUT COME ON  SHIPPING IS WAY OVER THE TOP  WE WOULD SETTLE NEXT TIME FOR SOMETHING WE CAN BUY BUT NOT SPEND Negative TIMES ON SHIPPING
Negative,"I can only go as low as Negative star on the review, though I'd like to rate it a ""0""- this item still shows in stock, but clearly isn't, which is why my order was canceled from Amazon today. Amazon suggested I search out the item again, and in doing so I see that this same vendor states the item is available. Not so.<br /><br />Technically this review does not relate to the quality of the product, just the ability to be able to ship it. Good luck!"
positive,"Got this for like $Negative0 on a warehouse deal. It was a bargain! I received them in early May and the label says best before June. At a rate of one can per Negative-Negative days, I don't think I'll have a problem finishing them off before June. (I know, I have a sweet tooth). All positive cans had some dents on them but the condition of the gulab jamun inside was good. They were just as described - soft cheese balls (about Negative0 per can) in a sugar syrup with just a hint of cardamom. Warm it up a before eating for the maximum flavor and texture."
positive,"Why is this $[...] when the same product is available for $[...] here?<br />http://www.amazon.com/VICTOR-FLY-MAGNET-BAIT-REFILL/dp/B0000positiveRBDY<br /><br />The Victor MNegative80 and Mpositive0Negative traps are unreal, of course -- total fly genocide. Pretty stinky, but only right nearby."
positive,We have used the Victor fly bait for Negative seasons.  Can't beat it.  Great product!
positive,"Bar Harbor clam chowder is absolutely fantastic!<br /><br />Negative. I am not usually a fan of soup out of the can.<br />Negative. I am really picky about my clam chowder.<br /><br />That said, I get this stuff in bulk.  There are several reasons for this, the first of which is the great flavor of clams and potatoes.  Second, I like the fact that the ingredients are all natural and, third, that one can adjust the level of creaminess and viscosity with what one adds to the soup (I like to use a mixture of milk and cream).  The fourth plus is that this soup contains neither bacon nor excessive amounts of spice or pepper - two things that ruin clam chowder for me.  I know bacon is popular with a lot of folks but I really just want to taste the clams when I have a bowl of New England clam chowder.  If you're like me in that respect, then I think you will like this soup too!<br /><br />p.s. As a child, I was a fan of Friendly's clam chowder (before they changed their recipe).  Bar Harbor is even better!"
